id,pedido_id,cliente_id,categoria_problema,data_abertura,data_resolucao,status,id_x,produto_id,quantidade,preco_praticado,desconto_aplicado,id_y,nome,categoria,subcategoria,preco_unitario,custo_unitario,fornecedor
1929,14416,1403,troca,2024-12-29,,escalado,35340,160,5,2315.14,0.22,160,Cadeirinhas 160,Bebês & Crianças,Cadeirinhas,2968.13,1330.24,MegaDistribuidora
1929,14416,1403,troca,2024-12-29,,escalado,35341,109,1,1561.37,0.24,109,Vitaminas 109,Beleza & Saúde,Vitaminas,2054.43,1381.9,MegaDistribuidora
1929,14416,1403,troca,2024-12-29,,escalado,35342,125,1,283.68,0.14,125,Chocolates 125,Alimentos & Bebidas,Chocolates,329.86,174.33,AlphaSupply
1930,8701,470,atraso,2024-05-24,,escalado,21292,113,4,430.89,0.02,113,Cafés 113,Alimentos & Bebidas,Cafés,439.68,292.65,TechBrasil Ltda
1930,8701,470,atraso,2024-05-24,,escalado,21293,114,2,881.44,0.0,114,Cafés 114,Alimentos & Bebidas,Cafés,881.44,396.49,DeltaFornece ME
1931,12124,338,troca,2023-12-23,2023-12-31,resolvido,29697,178,2,1718.37,0.04,178,Câmeras 178,Eletrônicos,Câmeras,1789.97,1270.18,MarcoPolo Distribuição
1931,12124,338,troca,2023-12-23,2023-12-31,resolvido,29698,196,5,1052.57,0.01,196,Calçados 196,Moda,Calçados,1063.2,444.02,AlphaSupply
1932,11716,2033,atraso,2023-06-04,2023-06-18,resolvido,28734,135,4,2204.33,0.01,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
1932,11716,2033,atraso,2023-06-04,2023-06-18,resolvido,28735,149,5,89.14,,149,Fraldas 149,Bebês & Crianças,Fraldas,89.14,36.66,MegaDistribuidora
1932,11716,2033,atraso,2023-06-04,2023-06-18,resolvido,28736,73,4,1473.46,0.02,73,Bicicletas 73,Esporte & Lazer,Bicicletas,1503.53,1107.95,SulFornece SA
1933,14920,1326,troca,2023-04-01,2023-04-09,resolvido,36542,200,2,2354.46,0.06,200,Luminárias 200,Casa & Decoração,Luminárias,2504.74,1010.42,DeltaFornece ME
1934,7732,647,defeito,2023-07-27,2023-07-28,resolvido,18999,134,4,205.68,0.27,134,Literatura 134,Livros & Papelaria,Literatura,281.75,123.22,MarcoPolo Distribuição
1935,3970,2099,cobrança,2024-02-22,,aberto,9645,3,3,1773.42,0.27,3,Notebooks 3,Eletrônicos,Notebooks,2429.34,1524.46,TechBrasil Ltda
1935,3970,2099,cobrança,2024-02-22,,aberto,9646,45,4,477.42,0.03,45,Acessórios 45,Moda,Acessórios,492.19,208.51,SulFornece SA
1936,12319,1020,atraso,2024-08-26,2024-08-31,resolvido,30178,123,3,1436.9,0.28,123,Vinhos 123,Alimentos & Bebidas,Vinhos,1995.7,1350.8,TechBrasil Ltda
1936,12319,1020,atraso,2024-08-26,2024-08-31,resolvido,30179,138,1,1241.35,0.28,138,Agendas 138,Livros & Papelaria,Agendas,1724.1,1163.94,MarcoPolo Distribuição
1936,12319,1020,atraso,2024-08-26,2024-08-31,resolvido,30180,127,5,1683.44,0.18,127,Snacks Saudáveis 127,Alimentos & Bebidas,Snacks Saudáveis,2052.97,1131.53,MegaDistribuidora
1936,12319,1020,atraso,2024-08-26,2024-08-31,resolvido,30181,159,5,2614.2,,159,Cadeirinhas 159,Bebês & Crianças,Cadeirinhas,3395.06,1448.53,DeltaFornece ME
1936,12319,1020,atraso,2024-08-26,2024-08-31,resolvido,30182,44,2,1074.2,0.06,44,Acessórios 44,Moda,Acessórios,1142.77,719.41,MarcoPolo Distribuição
1937,4950,852,defeito,2024-10-23,2024-10-29,resolvido,12059,111,2,2618.14,0.01,111,Vitaminas 111,Beleza & Saúde,Vitaminas,2644.59,1553.33,FornecedorX
1937,4950,852,defeito,2024-10-23,2024-10-29,resolvido,12060,42,3,2752.77,0.04,42,Acessórios 42,Moda,Acessórios,2867.47,1775.02,TechBrasil Ltda
1938,4564,2046,defeito,2023-10-11,2023-10-16,resolvido,11097,144,1,607.94,0.02,144,Fraldas 144,Bebês & Crianças,Fraldas,620.35,355.47,NorteImport Ltda
1938,4564,2046,defeito,2023-10-11,2023-10-16,resolvido,11098,169,4,358.76,0.01,169,Quadros 169,Casa & Decoração,Quadros,362.38,212.63,TechBrasil Ltda
1938,4564,2046,defeito,2023-10-11,2023-10-16,resolvido,11099,106,1,2211.43,0.04,106,Vitaminas 106,Beleza & Saúde,Vitaminas,2303.57,1029.09,SulFornece SA
1939,11478,570,cobrança,2023-04-23,2023-04-24,resolvido,28161,130,4,641.78,0.01,130,Literatura 130,Livros & Papelaria,Literatura,648.26,479.8,GlobalBR Comércio
1939,11478,570,cobrança,2023-04-23,2023-04-24,resolvido,28162,160,1,2908.77,0.02,160,Cadeirinhas 160,Bebês & Crianças,Cadeirinhas,2968.13,1330.24,MegaDistribuidora
1939,11478,570,cobrança,2023-04-23,2023-04-24,resolvido,28163,189,5,2010.42,0.02,189,Vinhos 189,Alimentos & Bebidas,Vinhos,2051.45,1072.43,SulFornece SA
1940,10492,1226,dúvida,2023-11-24,2023-11-30,resolvido,25723,195,2,124.51,0.03,195,Acessórios 195,Moda,Acessórios,128.36,64.44,SulFornece SA
1940,10492,1226,dúvida,2023-11-24,2023-11-30,resolvido,25724,134,5,270.48,0.04,134,Literatura 134,Livros & Papelaria,Literatura,281.75,123.22,MarcoPolo Distribuição
1941,10509,1759,troca,2024-07-11,,aberto,25759,49,5,2012.69,0.04,49,Móveis 49,Casa & Decoração,Móveis,2096.55,1131.56,MegaDistribuidora
1941,10509,1759,troca,2024-07-11,,aberto,25760,24,1,2912.52,0.01,24,Câmeras 24,Eletrônicos,Câmeras,2941.94,2022.0,NorteImport Ltda
1942,7220,1011,troca,2023-12-10,2023-12-13,resolvido,17719,90,1,565.58,0.07,90,Natação 90,Esporte & Lazer,Natação,608.15,393.36,NorteImport Ltda
1943,13305,2858,atraso,2023-11-24,2023-11-29,resolvido,32599,67,5,2510.28,0.14,67,Vasos 67,Casa & Decoração,Vasos,2918.93,1326.84,DeltaFornece ME
1944,7569,736,troca,2024-10-02,,aberto,18568,156,5,57.83,0.01,156,Roupas Infantis 156,Bebês & Crianças,Roupas Infantis,58.41,25.14,FornecedorX
1944,7569,736,troca,2024-10-02,,aberto,18569,155,4,729.78,0.18,155,Roupas Infantis 155,Bebês & Crianças,Roupas Infantis,889.98,595.05,DeltaFornece ME
1945,3053,2461,defeito,2024-09-17,2024-09-22,resolvido,7420,121,1,1082.33,0.19,121,Vinhos 121,Alimentos & Bebidas,Vinhos,1336.21,814.13,MegaDistribuidora
1945,3053,2461,defeito,2024-09-17,2024-09-22,resolvido,7421,9,2,2570.43,0.04,9,Tablets 9,Eletrônicos,Tablets,2677.53,1316.38,TechBrasil Ltda
1946,11118,537,troca,2023-12-14,,escalado,27249,48,3,3028.0,0.04,48,Roupas Íntimas 48,Moda,Roupas Íntimas,3154.17,2030.49,FornecedorX
1946,11118,537,troca,2023-12-14,,escalado,27250,100,5,2673.5,0.04,100,Cuidados com a Pele 100,Beleza & Saúde,Cuidados com a Pele,2784.9,1887.78,SulFornece SA
1946,11118,537,troca,2023-12-14,,escalado,27251,107,2,2831.8,0.03,107,Vitaminas 107,Beleza & Saúde,Vitaminas,2919.38,1734.54,FornecedorX
1946,11118,537,troca,2023-12-14,,escalado,27252,137,3,139.77,0.04,137,Agendas 137,Livros & Papelaria,Agendas,145.59,75.09,SulFornece SA
1946,11118,537,troca,2023-12-14,,escalado,27253,34,2,1324.15,0.03,34,Calças 34,Moda,Calças,1365.1,977.44,AlphaSupply
1946,11118,537,troca,2023-12-14,,escalado,27254,119,2,1099.31,0.05,119,Chás 119,Alimentos & Bebidas,Chás,1157.17,511.74,MarcoPolo Distribuição
1947,14308,2734,defeito,2023-12-09,,aberto,35097,192,5,1667.37,0.01,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
1947,14308,2734,defeito,2023-12-09,,aberto,35098,92,2,2005.27,0.02,92,Cosméticos 92,Beleza & Saúde,Cosméticos,2046.19,1220.93,FornecedorX
1947,14308,2734,defeito,2023-12-09,,aberto,35099,42,1,2781.45,0.03,42,Acessórios 42,Moda,Acessórios,2867.47,1775.02,TechBrasil Ltda
1948,14225,269,defeito,2023-03-24,2023-04-01,resolvido,34898,78,5,2368.22,0.27,78,Tênis Esportivo 78,Esporte & Lazer,Tênis Esportivo,3244.14,1605.43,TechBrasil Ltda
1948,14225,269,defeito,2023-03-24,2023-04-01,resolvido,34899,99,3,2501.41,0.22,99,Perfumes 99,Beleza & Saúde,Perfumes,3206.93,2110.35,MegaDistribuidora
1949,3999,2196,troca,2023-11-21,,escalado,9706,84,1,2042.37,0.01,84,Equipamentos de Academia 84,Esporte & Lazer,Equipamentos de Academia,2063.0,1131.64,GlobalBR Comércio
1950,6249,1807,cobrança,2023-02-10,2023-02-14,resolvido,15350,54,2,3147.89,0.05,54,Luminárias 54,Casa & Decoração,Luminárias,3313.57,1406.01,DeltaFornece ME
1950,6249,1807,cobrança,2023-02-10,2023-02-14,resolvido,15351,82,1,2712.69,0.17,82,Equipamentos de Academia 82,Esporte & Lazer,Equipamentos de Academia,3268.3,1773.47,MegaDistribuidora
1950,6249,1807,cobrança,2023-02-10,2023-02-14,resolvido,15352,61,4,401.34,0.04,61,Tapetes 61,Casa & Decoração,Tapetes,418.06,240.04,MegaDistribuidora
1950,6249,1807,cobrança,2023-02-10,2023-02-14,resolvido,15353,119,3,1122.45,0.03,119,Chás 119,Alimentos & Bebidas,Chás,1157.17,511.74,MarcoPolo Distribuição
1951,11826,2580,troca,2023-08-10,2023-08-17,resolvido,28990,106,4,2257.5,0.02,106,Vitaminas 106,Beleza & Saúde,Vitaminas,2303.57,1029.09,SulFornece SA
1951,11826,2580,troca,2023-08-10,2023-08-17,resolvido,28991,79,1,361.44,0.02,79,Tênis Esportivo 79,Esporte & Lazer,Tênis Esportivo,368.82,203.74,DeltaFornece ME
1952,484,299,atraso,2023-11-29,2023-12-05,resolvido,1162,106,2,2234.46,0.03,106,Vitaminas 106,Beleza & Saúde,Vitaminas,2303.57,1029.09,SulFornece SA
1952,484,299,atraso,2023-11-29,2023-12-05,resolvido,1163,33,5,2195.11,0.03,33,Calças 33,Moda,Calças,2263.0,1683.56,FornecedorX
1952,484,299,atraso,2023-11-29,2023-12-05,resolvido,1164,69,5,828.86,0.1,69,Utensílios 69,Casa & Decoração,Utensílios,920.95,417.57,TechBrasil Ltda
1952,484,299,atraso,2023-11-29,2023-12-05,resolvido,1165,165,5,1413.98,0.26,165,Tapetes 165,Casa & Decoração,Tapetes,1910.79,1075.71,MarcoPolo Distribuição
1952,484,299,atraso,2023-11-29,2023-12-05,resolvido,1166,156,3,53.15,0.09,156,Roupas Infantis 156,Bebês & Crianças,Roupas Infantis,58.41,25.14,FornecedorX
1952,484,299,atraso,2023-11-29,2023-12-05,resolvido,1167,146,2,2300.35,0.13,146,Fraldas 146,Bebês & Crianças,Fraldas,2644.08,1658.6,AlphaSupply
1953,2793,896,dúvida,2024-10-08,,aberto,6803,197,5,2890.92,0.01,197,Literatura 197,Livros & Papelaria,Literatura,2920.12,1970.78,NorteImport Ltda
1953,2793,896,dúvida,2024-10-08,,aberto,6804,57,4,1826.71,0.03,57,Luminárias 57,Casa & Decoração,Luminárias,1883.21,1052.8,FornecedorX
1954,5742,332,atraso,2024-05-20,,aberto,14071,86,1,2321.17,0.04,86,Camping 86,Esporte & Lazer,Camping,2417.89,1718.5,FornecedorX
1954,5742,332,atraso,2024-05-20,,aberto,14072,58,4,1951.56,0.0,58,Luminárias 58,Casa & Decoração,Luminárias,1951.56,977.09,FornecedorX
1955,11568,1107,troca,2024-10-02,2024-10-10,resolvido,28379,172,3,2620.74,0.04,172,Notebooks 172,Eletrônicos,Notebooks,2729.94,1122.36,AlphaSupply
1955,11568,1107,troca,2024-10-02,2024-10-10,resolvido,28380,139,1,712.06,0.04,139,Material Escolar 139,Livros & Papelaria,Material Escolar,741.73,521.43,MegaDistribuidora
1955,11568,1107,troca,2024-10-02,2024-10-10,resolvido,28381,17,1,3303.88,0.0,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
1956,1331,2376,defeito,2023-03-14,2023-03-23,resolvido,3226,96,1,1272.85,0.18,96,Cosméticos 96,Beleza & Saúde,Cosméticos,1552.26,847.02,MegaDistribuidora
1957,3517,2261,cobrança,2023-11-18,2023-11-26,resolvido,8531,92,5,1964.34,,92,Cosméticos 92,Beleza & Saúde,Cosméticos,2046.19,1220.93,FornecedorX
1957,3517,2261,cobrança,2023-11-18,2023-11-26,resolvido,8532,159,5,3259.26,0.04,159,Cadeirinhas 159,Bebês & Crianças,Cadeirinhas,3395.06,1448.53,DeltaFornece ME
1957,3517,2261,cobrança,2023-11-18,2023-11-26,resolvido,8533,132,3,3072.65,0.04,132,Literatura 132,Livros & Papelaria,Literatura,3200.68,2070.06,GlobalBR Comércio
1957,3517,2261,cobrança,2023-11-18,2023-11-26,resolvido,8534,161,2,2242.75,0.02,161,Câmeras 161,Eletrônicos,Câmeras,2288.52,1276.02,DeltaFornece ME
1957,3517,2261,cobrança,2023-11-18,2023-11-26,resolvido,8535,188,4,98.02,0.01,188,Vitaminas 188,Beleza & Saúde,Vitaminas,99.01,73.24,DeltaFornece ME
1958,6779,1104,troca,2024-11-12,2024-11-22,resolvido,16645,80,4,1827.17,0.24,80,Equipamentos de Academia 80,Esporte & Lazer,Equipamentos de Academia,2404.17,1644.94,GlobalBR Comércio
1958,6779,1104,troca,2024-11-12,2024-11-22,resolvido,16646,21,4,818.94,0.29,21,Smart TVs 21,Eletrônicos,Smart TVs,1153.43,796.08,TechBrasil Ltda
1959,7864,1554,cobrança,2023-12-11,2023-12-20,resolvido,19307,42,3,2838.8,0.01,42,Acessórios 42,Moda,Acessórios,2867.47,1775.02,TechBrasil Ltda
1959,7864,1554,cobrança,2023-12-11,2023-12-20,resolvido,19308,148,1,483.33,0.01,148,Fraldas 148,Bebês & Crianças,Fraldas,488.21,282.27,AlphaSupply
1959,7864,1554,cobrança,2023-12-11,2023-12-20,resolvido,19309,140,2,895.29,0.04,140,Material Escolar 140,Livros & Papelaria,Material Escolar,932.59,614.85,MegaDistribuidora
1960,10474,2267,dúvida,2023-12-15,2023-12-17,resolvido,25683,58,2,1444.15,0.26,58,Luminárias 58,Casa & Decoração,Luminárias,1951.56,977.09,FornecedorX
1961,13110,624,troca,2023-05-28,2023-06-01,resolvido,32119,79,1,357.76,0.03,79,Tênis Esportivo 79,Esporte & Lazer,Tênis Esportivo,368.82,203.74,DeltaFornece ME
1961,13110,624,troca,2023-05-28,2023-06-01,resolvido,32120,189,3,2051.45,0.0,189,Vinhos 189,Alimentos & Bebidas,Vinhos,2051.45,1072.43,SulFornece SA
1961,13110,624,troca,2023-05-28,2023-06-01,resolvido,32121,177,1,556.26,0.03,177,Brinquedos 177,Bebês & Crianças,Brinquedos,573.46,251.29,GlobalBR Comércio
1961,13110,624,troca,2023-05-28,2023-06-01,resolvido,32122,161,3,2196.98,0.04,161,Câmeras 161,Eletrônicos,Câmeras,2288.52,1276.02,DeltaFornece ME
1961,13110,624,troca,2023-05-28,2023-06-01,resolvido,32123,39,2,173.66,0.04,39,Calçados 39,Moda,Calçados,180.9,118.49,NorteImport Ltda
1961,13110,624,troca,2023-05-28,2023-06-01,resolvido,32124,73,3,1458.42,0.03,73,Bicicletas 73,Esporte & Lazer,Bicicletas,1503.53,1107.95,SulFornece SA
1962,696,2462,dúvida,2024-07-04,,aberto,1676,16,1,399.08,0.02,16,Fones de Ouvido 16,Eletrônicos,Fones de Ouvido,407.22,239.56,MarcoPolo Distribuição
1963,11120,2329,defeito,2023-12-10,,aberto,27258,28,5,2861.04,0.02,28,Camisetas 28,Moda,Camisetas,2919.43,1429.85,DeltaFornece ME
1964,2539,2450,troca,2024-05-14,,aberto,6203,24,2,2088.78,0.29,24,Câmeras 24,Eletrônicos,Câmeras,2941.94,2022.0,NorteImport Ltda
1964,2539,2450,troca,2024-05-14,,aberto,6204,45,4,442.97,0.1,45,Acessórios 45,Moda,Acessórios,492.19,208.51,SulFornece SA
1965,1997,1248,troca,2023-05-16,2023-05-24,resolvido,4838,38,5,120.12,0.03,38,Vestidos 38,Moda,Vestidos,123.84,65.53,FornecedorX
1966,10039,2401,dúvida,2023-11-15,2023-11-25,resolvido,24580,85,1,3299.23,0.03,85,Camping 85,Esporte & Lazer,Camping,3401.27,2144.47,TechBrasil Ltda
1966,10039,2401,dúvida,2023-11-15,2023-11-25,resolvido,24581,158,3,1875.87,0.02,158,Cadeirinhas 158,Bebês & Crianças,Cadeirinhas,1914.15,1170.38,SulFornece SA
1966,10039,2401,dúvida,2023-11-15,2023-11-25,resolvido,24582,37,5,2224.1,0.03,37,Vestidos 37,Moda,Vestidos,2292.89,1293.68,TechBrasil Ltda
1967,12862,1537,defeito,2024-12-31,,escalado,31526,17,5,3171.72,0.04,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
1968,14304,179,cobrança,2023-11-21,2023-12-01,resolvido,35089,149,2,87.36,0.02,149,Fraldas 149,Bebês & Crianças,Fraldas,89.14,36.66,MegaDistribuidora
1968,14304,179,cobrança,2023-11-21,2023-12-01,resolvido,35090,145,1,3219.91,0.02,145,Fraldas 145,Bebês & Crianças,Fraldas,3285.62,1878.71,FornecedorX
1968,14304,179,cobrança,2023-11-21,2023-12-01,resolvido,35091,21,1,1141.9,0.01,21,Smart TVs 21,Eletrônicos,Smart TVs,1153.43,796.08,TechBrasil Ltda
1969,4237,1020,atraso,2023-07-22,,aberto,10291,92,2,1862.03,0.09,92,Cosméticos 92,Beleza & Saúde,Cosméticos,2046.19,1220.93,FornecedorX
1969,4237,1020,atraso,2023-07-22,,aberto,10292,113,1,426.49,0.03,113,Cafés 113,Alimentos & Bebidas,Cafés,439.68,292.65,TechBrasil Ltda
1970,10517,1488,troca,2023-02-10,2023-02-16,resolvido,25779,194,4,880.3,0.04,194,Suplementos 194,Beleza & Saúde,Suplementos,916.98,530.85,MegaDistribuidora
1970,10517,1488,troca,2023-02-10,2023-02-16,resolvido,25780,14,1,2381.66,0.01,14,Fones de Ouvido 14,Eletrônicos,Fones de Ouvido,2405.72,1384.95,NorteImport Ltda
1971,13189,1099,troca,2024-01-05,,aberto,32310,117,3,2008.55,0.17,117,Chás 117,Alimentos & Bebidas,Chás,2419.94,1537.07,MegaDistribuidora
1971,13189,1099,troca,2024-01-05,,aberto,32311,22,2,445.84,0.24,22,Smart TVs 22,Eletrônicos,Smart TVs,586.63,411.32,GlobalBR Comércio
1971,13189,1099,troca,2024-01-05,,aberto,32312,34,2,1010.17,0.26,34,Calças 34,Moda,Calças,1365.1,977.44,AlphaSupply
1972,8451,167,atraso,2023-03-16,2023-04-05,resolvido,20698,3,1,2380.75,0.02,3,Notebooks 3,Eletrônicos,Notebooks,2429.34,1524.46,TechBrasil Ltda
1972,8451,167,atraso,2023-03-16,2023-04-05,resolvido,20699,28,2,2773.46,0.05,28,Camisetas 28,Moda,Camisetas,2919.43,1429.85,DeltaFornece ME
1972,8451,167,atraso,2023-03-16,2023-04-05,resolvido,20700,189,3,1989.91,0.03,189,Vinhos 189,Alimentos & Bebidas,Vinhos,2051.45,1072.43,SulFornece SA
1972,8451,167,atraso,2023-03-16,2023-04-05,resolvido,20701,90,4,589.91,0.03,90,Natação 90,Esporte & Lazer,Natação,608.15,393.36,NorteImport Ltda
1972,8451,167,atraso,2023-03-16,2023-04-05,resolvido,20702,196,1,1041.94,0.02,196,Calçados 196,Moda,Calçados,1063.2,444.02,AlphaSupply
1972,8451,167,atraso,2023-03-16,2023-04-05,resolvido,20703,26,1,3002.87,0.02,26,Câmeras 26,Eletrônicos,Câmeras,3064.15,1435.33,NorteImport Ltda
1973,11374,1168,defeito,2023-02-11,2023-02-18,resolvido,27907,158,2,1875.87,0.02,158,Cadeirinhas 158,Bebês & Crianças,Cadeirinhas,1914.15,1170.38,SulFornece SA
1974,6340,1388,troca,2024-01-02,2024-01-08,resolvido,15577,127,1,1642.38,0.2,127,Snacks Saudáveis 127,Alimentos & Bebidas,Snacks Saudáveis,2052.97,1131.53,MegaDistribuidora
1975,9304,664,cobrança,2023-08-31,2023-09-10,resolvido,22737,147,1,2766.01,0.05,147,Fraldas 147,Bebês & Crianças,Fraldas,2911.59,1402.16,MarcoPolo Distribuição
1975,9304,664,cobrança,2023-08-31,2023-09-10,resolvido,22738,62,3,239.55,0.03,62,Quadros 62,Casa & Decoração,Quadros,246.96,156.18,DeltaFornece ME
1976,12952,261,defeito,2023-05-26,,aberto,31751,107,5,2744.22,0.06,107,Vitaminas 107,Beleza & Saúde,Vitaminas,2919.38,1734.54,FornecedorX
1976,12952,261,defeito,2023-05-26,,aberto,31752,159,2,2648.15,0.22,159,Cadeirinhas 159,Bebês & Crianças,Cadeirinhas,3395.06,1448.53,DeltaFornece ME
1976,12952,261,defeito,2023-05-26,,aberto,31753,143,1,1237.4,0.16,143,Material Escolar 143,Livros & Papelaria,Material Escolar,1473.09,897.49,TechBrasil Ltda
1976,12952,261,defeito,2023-05-26,,aberto,31754,113,5,408.9,0.07,113,Cafés 113,Alimentos & Bebidas,Cafés,439.68,292.65,TechBrasil Ltda
1976,12952,261,defeito,2023-05-26,,aberto,31755,71,5,591.09,0.15,71,Utensílios 71,Casa & Decoração,Utensílios,695.4,392.59,MegaDistribuidora
1977,1886,1021,cobrança,2023-12-09,2023-12-15,resolvido,4559,164,5,2136.91,0.02,164,Camisetas 164,Moda,Camisetas,2180.52,1417.57,SulFornece SA
1977,1886,1021,cobrança,2023-12-09,2023-12-15,resolvido,4560,142,1,3146.76,0.03,142,Material Escolar 142,Livros & Papelaria,Material Escolar,3244.08,1779.8,TechBrasil Ltda
1977,1886,1021,cobrança,2023-12-09,2023-12-15,resolvido,4561,184,2,3095.39,0.03,184,Luminárias 184,Casa & Decoração,Luminárias,3191.12,1577.87,DeltaFornece ME
1978,9940,1618,defeito,2024-07-01,2024-07-10,resolvido,24312,36,2,1505.3,0.01,36,Calças 36,Moda,Calças,1520.5,837.31,MarcoPolo Distribuição
1978,9940,1618,defeito,2024-07-01,2024-07-10,resolvido,24313,17,1,3171.72,0.04,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
1978,9940,1618,defeito,2024-07-01,2024-07-10,resolvido,24314,101,2,1782.77,0.03,101,Cuidados com a Pele 101,Beleza & Saúde,Cuidados com a Pele,1837.91,1126.77,MegaDistribuidora
1978,9940,1618,defeito,2024-07-01,2024-07-10,resolvido,24315,6,4,2623.03,0.02,6,Notebooks 6,Eletrônicos,Notebooks,2676.56,1434.44,MegaDistribuidora
1979,3659,2365,troca,2023-01-30,2023-02-01,resolvido,8874,135,5,2182.07,0.02,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
1980,2186,1310,dúvida,2023-10-22,2023-10-27,resolvido,5296,103,5,1799.98,0.03,103,Cuidados com a Pele 103,Beleza & Saúde,Cuidados com a Pele,1855.65,1169.8,MegaDistribuidora
1980,2186,1310,dúvida,2023-10-22,2023-10-27,resolvido,5297,129,2,2268.89,0.02,129,Livros Técnicos 129,Livros & Papelaria,Livros Técnicos,2315.19,1057.09,MarcoPolo Distribuição
1981,2221,2671,atraso,2024-12-01,,aberto,5394,127,3,2011.91,0.02,127,Snacks Saudáveis 127,Alimentos & Bebidas,Snacks Saudáveis,2052.97,1131.53,MegaDistribuidora
1982,13105,1715,atraso,2024-08-05,,aberto,32109,100,4,2701.35,0.03,100,Cuidados com a Pele 100,Beleza & Saúde,Cuidados com a Pele,2784.9,1887.78,SulFornece SA
1982,13105,1715,atraso,2024-08-05,,aberto,32110,169,2,351.51,0.03,169,Quadros 169,Casa & Decoração,Quadros,362.38,212.63,TechBrasil Ltda
1982,13105,1715,atraso,2024-08-05,,aberto,32111,108,3,1114.95,0.0,108,Vitaminas 108,Beleza & Saúde,Vitaminas,1114.95,617.58,GlobalBR Comércio
1983,14793,2375,cobrança,2023-11-22,2023-11-29,resolvido,36218,11,4,1117.15,0.23,11,Fones de Ouvido 11,Eletrônicos,Fones de Ouvido,1450.84,788.4,MegaDistribuidora
1983,14793,2375,cobrança,2023-11-22,2023-11-29,resolvido,36219,126,4,2031.48,0.11,126,Snacks Saudáveis 126,Alimentos & Bebidas,Snacks Saudáveis,2282.56,1024.25,AlphaSupply
1984,9892,262,dúvida,2023-11-13,,escalado,24186,84,4,1732.92,0.16,84,Equipamentos de Academia 84,Esporte & Lazer,Equipamentos de Academia,2063.0,1131.64,GlobalBR Comércio
1984,9892,262,dúvida,2023-11-13,,escalado,24187,86,4,2345.35,0.03,86,Camping 86,Esporte & Lazer,Camping,2417.89,1718.5,FornecedorX
1985,8557,1368,defeito,2023-12-03,,escalado,20955,9,3,2623.98,0.02,9,Tablets 9,Eletrônicos,Tablets,2677.53,1316.38,TechBrasil Ltda
1985,8557,1368,defeito,2023-12-03,,escalado,20956,6,3,2649.79,0.01,6,Notebooks 6,Eletrônicos,Notebooks,2676.56,1434.44,MegaDistribuidora
1986,3946,82,troca,2024-06-10,,aberto,9568,132,1,2720.58,0.15,132,Literatura 132,Livros & Papelaria,Literatura,3200.68,2070.06,GlobalBR Comércio
1987,10698,1836,atraso,2023-12-19,,escalado,26244,5,3,1315.11,0.01,5,Notebooks 5,Eletrônicos,Notebooks,1328.39,672.73,GlobalBR Comércio
1987,10698,1836,atraso,2023-12-19,,escalado,26245,10,5,1519.03,0.03,10,Tablets 10,Eletrônicos,Tablets,1566.01,830.63,DeltaFornece ME
1987,10698,1836,atraso,2023-12-19,,escalado,26246,58,1,1951.56,0.0,58,Luminárias 58,Casa & Decoração,Luminárias,1951.56,977.09,FornecedorX
1987,10698,1836,atraso,2023-12-19,,escalado,26247,131,1,3384.08,0.03,131,Literatura 131,Livros & Papelaria,Literatura,3488.74,1822.68,FornecedorX
1987,10698,1836,atraso,2023-12-19,,escalado,26248,33,5,2263.0,0.0,33,Calças 33,Moda,Calças,2263.0,1683.56,FornecedorX
1987,10698,1836,atraso,2023-12-19,,escalado,26249,168,1,993.57,0.03,168,Luminárias 168,Casa & Decoração,Luminárias,1024.3,504.73,AlphaSupply
1988,1235,2786,defeito,2023-04-07,,aberto,3004,50,5,2851.81,0.04,50,Móveis 50,Casa & Decoração,Móveis,2970.64,1377.71,FornecedorX
1989,3847,1838,atraso,2024-01-14,2024-01-28,resolvido,9317,140,4,895.29,0.04,140,Material Escolar 140,Livros & Papelaria,Material Escolar,932.59,614.85,MegaDistribuidora
1989,3847,1838,atraso,2024-01-14,2024-01-28,resolvido,9318,37,4,2247.03,0.02,37,Vestidos 37,Moda,Vestidos,2292.89,1293.68,TechBrasil Ltda
1989,3847,1838,atraso,2024-01-14,2024-01-28,resolvido,9319,20,2,2255.39,0.03,20,Smart TVs 20,Eletrônicos,Smart TVs,2325.14,1324.94,TechBrasil Ltda
1989,3847,1838,atraso,2024-01-14,2024-01-28,resolvido,9320,188,1,95.05,0.04,188,Vitaminas 188,Beleza & Saúde,Vitaminas,99.01,73.24,DeltaFornece ME
1989,3847,1838,atraso,2024-01-14,2024-01-28,resolvido,9321,29,5,1165.17,0.05,29,Camisetas 29,Moda,Camisetas,1226.5,497.36,SulFornece SA
1989,3847,1838,atraso,2024-01-14,2024-01-28,resolvido,9322,98,5,3052.61,0.03,98,Perfumes 98,Beleza & Saúde,Perfumes,3147.02,1851.26,NorteImport Ltda
